#time,id,x[m],y[m],speed[m/s],heading,acc[m/s^2],lastX[pixel],lastY[pixel]
10.00,214,782.57,2.00,15.62,0.00,-0.22,798.84,505.19
10.00,215,774.56,0.00,16.17,0.00,0.08,750.82,519.57
10.00,216,764.36,1.00,16.49,0.00,-0.10,766.19,552.54
10.00,217,752.23,2.00,16.03,0.00,-0.24,776.87,592.47
10.00,218,741.87,0.00,16.28,0.00,0.13,723.66,601.77
10.00,219,730.89,1.00,16.42,0.00,-0.00,729.21,639.13
10.00,220,719.60,2.00,16.19,0.00,0.03,722.90,688.54
10.00,221,708.20,0.00,16.34,0.00,-0.07,674.82,675.97
10.00,222,697.29,1.00,16.35,0.00,0.09,670.61,713.25
10.00,223,683.31,2.00,16.01,0.00,-0.18,654.71,756.74
10.00,224,674.93,0.00,16.39,0.00,0.07,608.82,734.14
10.00,225,664.06,1.00,16.36,0.00,-0.00,595.34,768.77
10.00,226,650.94,2.00,16.07,0.00,-0.04,560.14,810.12
10.00,227,641.49,0.00,16.41,0.00,0.06,529.96,772.98
10.00,228,630.65,1.00,16.39,0.00,0.12,507.74,802.98
10.00,229,614.86,2.00,15.80,0.00,-0.01,466.34,833.25
10.00,230,607.64,0.00,16.33,0.00,-0.06,441.88,790.01
10.00,231,597.13,1.00,16.41,0.00,-0.07,413.89,812.90
10.00,232,583.54,2.00,15.82,0.00,0.00,361.12,830.43
10.00,233,574.51,0.00,16.41,0.00,0.14,355.53,783.45
10.00,234,563.56,1.00,16.48,0.00,0.16,320.62,797.81
10.00,235,548.34,2.00,15.62,0.00,-0.02,271.77,803.83
10.00,236,540.98,0.00,16.45,0.00,-0.07,271.89,753.90
10.00,237,530.42,1.00,16.38,0.00,-0.08,235.65,759.44
10.00,238,518.12,2.00,15.94,0.00,-0.14,193.58,757.67
10.00,239,507.41,0.00,16.36,0.00,-0.08,198.91,703.34
10.00,240,496.93,1.00,16.43,0.00,0.10,162.93,699.44
10.00,241,486.77,2.00,16.36,0.00,-0.20,126.65,691.69
10.00,242,474.13,0.00,16.40,0.00,-0.09,142.90,636.82
10.00,243,463.57,1.00,16.37,0.00,-0.10,108.74,622.82
10.00,244,453.57,2.00,16.75,0.00,-0.21,75.81,606.12
10.00,245,440.30,0.00,16.37,0.00,0.19,105.27,555.43
10.00,246,429.25,1.00,16.39,0.00,0.08,75.85,532.04
10.00,247,420.53,2.00,16.84,0.00,0.11,49.14,511.11
10.00,248,407.38,0.00,16.31,0.00,-0.02,90.77,470.19
10.00,249,396.36,1.00,16.31,0.00,-0.12,68.35,439.80
10.00,250,387.31,2.00,16.79,0.00,0.02,48.17,411.37
10.00,251,374.14,0.00,16.49,0.00,0.10,99.04,382.60
10.00,252,362.82,1.00,16.39,0.00,0.04,85.51,346.95
10.00,253,353.93,2.00,16.88,0.00,0.05,73.33,314.47
10.00,254,340.52,0.00,16.31,0.00,0.09,130.20,299.79
10.00,255,329.86,1.00,16.41,0.00,-0.00,125.54,263.27
10.00,256,320.61,2.00,16.87,0.00,0.05,122.95,227.91
10.00,257,307.01,0.00,16.31,0.00,-0.07,181.58,228.43
10.00,258,295.87,1.00,16.45,0.00,-0.01,188.14,190.90
10.00,259,287.00,2.00,16.83,0.00,0.02,193.83,156.99
10.00,260,273.29,0.00,16.33,0.00,-0.04,250.83,172.68
10.00,261,262.34,1.00,16.42,0.00,0.13,266.49,138.35
10.00,262,252.49,2.00,16.74,0.00,0.05,294.96,101.77
10.00,263,240.22,0.00,16.39,0.00,-0.05,330.92,137.56
10.00,264,228.78,1.00,16.40,0.00,0.10,355.97,108.20
10.00,265,214.38,2.00,16.15,0.00,0.11,393.96,80.35
10.00,266,206.16,0.00,16.35,0.00,-0.09,420.10,124.36
10.00,267,195.62,1.00,16.43,0.00,-0.02,449.16,102.74
10.00,268,182.91,2.00,16.00,0.00,0.13,500.03,87.04
10.00,269,172.65,0.00,16.38,0.00,0.06,507.20,135.09
10.00,270,161.93,1.00,16.44,0.00,-0.01,541.97,122.12
10.00,200,143.65,0.00,15.71,0.00,0.13,578.59,162.68
10.00,201,142.30,2.00,16.46,0.00,-0.12,603.47,124.76
10.00,202,115.42,2.00,15.65,0.00,-0.04,669.59,170.16
10.00,203,112.88,0.00,15.61,0.00,0.17,645.06,208.77
10.00,204,112.50,1.00,17.55,0.00,0.10,661.64,193.28
10.00,205,85.84,2.00,15.29,0.00,0.07,729.15,234.61
10.00,206,81.74,0.00,15.79,0.00,-0.02,699.17,270.54
10.00,207,75.20,1.00,17.07,0.00,0.18,728.19,273.99
10.00,208,56.92,2.00,15.32,0.00,-0.16,771.95,310.33
10.00,209,49.74,0.00,16.07,0.00,-0.05,737.36,345.99
10.00,210,40.31,1.00,16.73,0.00,0.14,766.69,364.07
10.00,211,26.25,2.00,15.74,0.00,-0.07,798.98,410.64
10.00,212,15.82,0.00,16.19,0.00,0.04,755.80,433.90
10.00,213,6.09,1.00,16.47,0.00,0.00,779.32,457.42
11.00,215,790.71,0.00,16.16,0.00,0.04,756.06,478.42
11.00,216,780.89,1.00,16.56,0.00,0.08,775.71,506.95
11.00,217,768.22,2.00,15.97,0.00,-0.16,791.12,546.66
11.00,218,758.14,0.00,16.29,0.00,0.14,739.83,561.78
11.00,219,747.34,1.00,16.50,0.00,0.15,750.26,597.81
11.00,220,735.74,2.00,16.11,0.00,-0.16,749.97,648.42
11.00,221,724.55,0.00,16.40,0.00,0.13,700.82,641.87
11.00,222,713.64,1.00,16.38,0.00,0.03,701.60,679.13
11.00,223,699.30,2.00,16.01,0.00,0.02,690.71,725.09
11.00,224,691.36,0.00,16.45,0.00,0.06,643.27,707.66
11.00,225,680.45,1.00,16.38,0.00,-0.03,634.26,743.89
11.00,226,666.99,2.00,16.04,0.00,-0.16,603.74,789.94
11.00,227,657.91,0.00,16.44,0.00,0.06,570.25,756.42
11.00,228,647.09,1.00,16.49,0.00,0.16,551.91,789.08
11.00,229,630.65,2.00,15.83,0.00,0.09,513.45,824.84
11.00,230,624.02,0.00,16.40,0.00,-0.08,484.98,784.75
11.00,231,613.60,1.00,16.49,0.00,-0.11,460.27,811.14
11.00,232,599.34,2.00,15.82,0.00,0.02,408.17,835.31
11.00,233,590.89,0.00,16.38,0.00,0.16,398.46,789.55
11.00,234,580.03,1.00,16.45,0.00,-0.08,365.88,808.32
11.00,235,563.93,2.00,15.62,0.00,0.09,315.66,819.90
11.00,236,557.47,0.00,16.49,0.00,-0.03,311.95,771.18
11.00,237,546.85,1.00,16.45,0.00,-0.00,276.52,781.25
11.00,238,534.03,2.00,15.93,0.00,0.02,233.16,784.21
11.00,239,523.82,0.00,16.42,0.00,0.08,232.82,730.44
11.00,240,513.38,1.00,16.51,0.00,0.15,196.60,731.35
11.00,241,503.12,2.00,16.32,0.00,-0.09,159.36,728.05
11.00,242,490.54,0.00,16.45,0.00,0.11,167.90,671.01
11.00,243,479.96,1.00,16.43,0.00,0.11,132.84,662.24
11.00,244,470.28,2.00,16.67,0.00,-0.20,98.46,650.69
11.00,245,456.68,0.00,16.41,0.00,-0.00,120.73,596.00
11.00,246,445.66,1.00,16.44,0.00,0.04,88.47,576.51
11.00,247,437.40,2.00,16.92,0.00,0.08,59.62,560.37
11.00,248,423.68,0.00,16.30,0.00,0.02,95.20,513.10
11.00,249,412.71,1.00,16.37,0.00,0.05,69.05,485.89
11.00,250,404.08,2.00,16.79,0.00,0.11,45.35,461.34
11.00,251,390.60,0.00,16.46,0.00,0.09,92.05,425.64
11.00,252,379.21,1.00,16.42,0.00,0.15,74.06,391.74
11.00,253,370.81,2.00,16.88,0.00,-0.09,57.34,362.88
11.00,254,356.85,0.00,16.37,0.00,-0.02,112.23,339.17
11.00,255,346.29,1.00,16.42,0.00,0.01,102.83,303.64
11.00,256,337.52,2.00,16.95,0.00,-0.09,95.03,269.97
11.00,257,323.35,0.00,16.37,0.00,0.09,154.48,261.08
11.00,258,312.36,1.00,16.53,0.00,0.09,155.38,223.87
11.00,259,303.83,2.00,16.87,0.00,0.06,155.96,190.17
11.00,260,289.62,0.00,16.34,0.00,0.18,215.41,197.42
11.00,261,278.79,1.00,16.48,0.00,0.10,226.31,161.52
11.00,262,269.26,2.00,16.81,0.00,-0.10,249.07,121.87
11.00,263,256.61,0.00,16.41,0.00,0.05,290.19,152.28
11.00,264,245.23,1.00,16.48,0.00,0.13,311.12,119.95
11.00,265,230.61,2.00,16.30,0.00,0.10,345.92,87.25
11.00,266,222.54,0.00,16.39,0.00,0.10,376.88,127.65
11.00,267,212.06,1.00,16.44,0.00,-0.03,402.81,102.40
11.00,268,198.93,2.00,16.08,0.00,0.15,452.61,80.35
11.00,269,189.06,0.00,16.44,0.00,0.06,464.48,126.90
11.00,270,178.41,1.00,16.51,0.00,-0.09,497.27,109.53
11.00,200,159.36,0.00,15.72,0.00,-0.03,540.75,145.69
11.00,201,158.76,2.00,16.47,0.00,0.04,558.79,104.20
11.00,202,131.13,2.00,15.80,0.00,0.14,631.99,141.83
11.00,204,130.11,1.00,17.68,0.00,0.09,622.57,162.74
11.00,203,128.50,0.00,15.63,0.00,0.12,612.67,183.33
11.00,205,101.17,2.00,15.40,0.00,0.15,699.89,199.21
11.00,206,97.51,0.00,15.74,0.00,0.01,673.67,237.58
11.00,207,92.38,1.00,17.29,0.00,0.21,700.55,234.35
11.00,208,72.27,2.00,15.37,0.00,-0.06,751.51,269.09
11.00,209,65.78,0.00,15.99,0.00,-0.12,720.63,306.98
11.00,210,57.09,1.00,16.82,0.00,0.11,751.27,319.41
11.00,211,41.93,2.00,15.66,0.00,-0.12,790.09,363.82
11.00,212,32.00,0.00,16.17,0.00,-0.09,749.98,391.38
11.00,213,22.62,1.00,16.59,0.00,0.13,776.49,412.92
11.00,214,6.54,2.00,15.65,0.00,-0.15,801.89,456.72
12.00,217,784.11,2.00,15.82,0.00,-0.23,799.42,499.65
12.00,218,774.39,0.00,16.24,0.00,0.07,750.71,520.07
12.00,219,763.84,1.00,16.52,0.00,0.08,765.79,553.96
12.00,220,751.80,2.00,16.02,0.00,-0.19,771.70,605.13
12.00,221,740.93,0.00,16.34,0.00,-0.04,722.47,604.20
12.00,222,730.09,1.00,16.47,0.00,-0.06,728.05,641.09
12.00,223,715.32,2.00,16.00,0.00,-0.15,722.48,689.07
12.00,224,707.83,0.00,16.49,0.00,0.05,674.08,676.80
12.00,225,696.85,1.00,16.42,0.00,0.05,669.67,714.15
12.00,226,683.02,2.00,16.03,0.00,-0.15,644.37,764.45
12.00,227,674.35,0.00,16.42,0.00,-0.06,607.43,735.09
12.00,228,663.63,1.00,16.57,0.00,0.00,594.16,769.42
12.00,229,646.47,2.00,15.82,0.00,-0.12,559.05,810.55
12.00,230,640.47,0.00,16.49,0.00,0.04,527.19,773.90
12.00,231,630.13,1.00,16.55,0.00,0.02,506.21,803.32
12.00,232,615.17,2.00,15.87,0.00,0.04,455.77,834.25
12.00,233,607.30,0.00,16.42,0.00,-0.05,441.73,790.03
12.00,234,596.50,1.00,16.49,0.00,0.00,412.09,812.84
12.00,235,579.54,2.00,15.60,0.00,-0.00,361.23,830.45
12.00,236,573.96,0.00,16.49,0.00,0.11,353.96,783.10
12.00,237,563.31,1.00,16.46,0.00,0.10,319.97,797.61
12.00,238,549.94,2.00,15.90,0.00,-0.11,275.82,805.58
12.00,239,540.25,0.00,16.47,0.00,0.17,270.05,752.96
12.00,240,529.91,1.00,16.53,0.00,-0.02,234.35,758.67
12.00,241,519.40,2.00,16.26,0.00,-0.04,196.32,759.78
12.00,242,506.98,0.00,16.43,0.00,-0.09,197.98,702.51
12.00,243,496.39,1.00,16.46,0.00,0.15,161.92,698.31
12.00,244,486.93,2.00,16.66,0.00,-0.01,126.83,691.93
12.00,245,473.10,0.00,16.43,0.00,-0.10,141.38,634.34
12.00,246,462.13,1.00,16.53,0.00,0.16,106.84,619.14
12.00,247,454.32,2.00,16.89,0.00,-0.19,76.62,607.99
12.00,248,440.05,0.00,16.40,0.00,-0.10,105.05,554.74
12.00,249,429.08,1.00,16.37,0.00,-0.09,75.74,531.56
12.00,250,420.91,2.00,16.91,0.00,0.15,49.30,512.13
12.00,251,407.11,0.00,16.50,0.00,-0.12,90.74,469.31
12.00,252,395.64,1.00,16.44,0.00,0.04,68.48,437.70
12.00,253,387.72,2.00,16.98,0.00,0.14,48.04,412.40
12.00,254,373.25,0.00,16.42,0.00,0.15,99.46,380.73
12.00,255,362.72,1.00,16.43,0.00,-0.11,85.61,346.65
12.00,256,354.44,2.00,16.92,0.00,-0.08,72.59,316.37
12.00,257,339.73,0.00,16.38,0.00,0.05,131.26,297.79
12.00,258,328.95,1.00,16.61,0.00,0.07,127.06,261.04
12.00,259,320.78,2.00,17.02,0.00,0.08,122.70,228.23
12.00,260,305.99,0.00,16.43,0.00,0.16,183.42,226.60
12.00,261,295.30,1.00,16.51,0.00,-0.08,189.36,189.82
12.00,262,286.09,2.00,16.85,0.00,-0.10,206.08,147.95
12.00,263,273.05,0.00,16.46,0.00,0.02,251.49,172.29
12.00,264,261.73,1.00,16.52,0.00,0.16,268.06,137.55
12.00,265,246.98,2.00,16.39,0.00,-0.06,298.79,100.39
12.00,266,238.93,0.00,16.42,0.00,-0.01,334.42,136.54
12.00,267,228.52,1.00,16.51,0.00,0.12,356.76,108.07
12.00,268,214.99,2.00,16.06,0.00,0.02,404.58,79.71
12.00,269,205.53,0.00,16.47,0.00,-0.11,420.90,124.33
12.00,270,194.96,1.00,16.57,0.00,0.10,451.10,102.89
12.00,201,175.20,2.00,16.43,0.00,0.04,510.97,89.45
12.00,200,175.14,0.00,15.84,0.00,0.05,500.98,133.51
12.00,204,147.80,1.00,17.69,0.00,-0.09,579.38,137.76
12.00,202,147.02,2.00,15.93,0.00,-0.13,590.62,118.10
12.00,203,144.14,0.00,15.66,0.00,0.09,577.33,162.04
12.00,205,116.63,2.00,15.49,0.00,-0.05,666.28,167.39
12.00,206,113.24,0.00,15.70,0.00,-0.13,644.36,208.15
12.00,207,109.74,1.00,17.47,0.00,0.23,667.32,198.52
12.00,208,87.66,2.00,15.44,0.00,0.08,726.14,230.57
12.00,209,81.72,0.00,15.90,0.00,-0.07,699.24,270.64
12.00,210,73.96,1.00,16.92,0.00,0.12,729.93,276.94
12.00,211,57.56,2.00,15.61,0.00,-0.14,775.69,319.23
12.00,212,48.16,0.00,16.12,0.00,-0.09,738.77,350.02
12.00,213,39.26,1.00,16.69,0.00,0.20,767.49,366.91
12.00,214,22.18,2.00,15.61,0.00,-0.09,799.04,411.12
12.00,215,15.15,0.00,16.10,0.00,-0.00,755.97,435.72
12.00,216,5.82,1.00,16.63,0.00,-0.08,779.32,457.42
13.00,218,790.62,0.00,16.22,0.00,0.09,756.08,478.01
13.00,219,780.38,1.00,16.58,0.00,0.15,775.49,508.37
13.00,220,767.80,2.00,15.99,0.00,-0.03,787.58,559.92
13.00,221,757.27,0.00,16.37,0.00,-0.00,739.01,564.14
13.00,222,746.61,1.00,16.56,0.00,0.08,749.42,599.75
13.00,223,731.29,2.00,15.98,0.00,-0.03,749.37,649.43
13.00,224,724.31,0.00,16.49,0.00,0.12,700.59,642.22
13.00,225,713.31,1.00,16.49,0.00,0.02,700.99,679.93
13.00,226,699.01,2.00,15.99,0.00,0.05,681.39,734.10
13.00,227,690.77,0.00,16.40,0.00,-0.05,642.03,708.75
13.00,228,680.20,1.00,16.56,0.00,-0.05,633.61,744.35
13.00,229,662.30,2.00,15.83,0.00,-0.03,602.14,790.82
13.00,230,656.98,0.00,16.53,0.00,0.08,567.82,757.57
13.00,231,646.67,1.00,16.57,0.00,0.11,550.76,789.54
13.00,232,631.03,2.00,15.85,0.00,-0.10,502.98,827.19
13.00,233,623.75,0.00,16.48,0.00,0.03,484.19,784.91
13.00,234,612.98,1.00,16.49,0.00,-0.06,458.54,811.30
13.00,235,595.17,2.00,15.63,0.00,-0.11,407.79,835.29
13.00,236,590.43,0.00,16.46,0.00,-0.10,397.13,789.42
13.00,237,579.80,1.00,16.52,0.00,0.17,365.22,808.21
13.00,238,565.81,2.00,15.86,0.00,-0.06,320.75,821.39
13.00,239,556.73,0.00,16.48,0.00,0.02,310.02,770.49
13.00,240,546.45,1.00,16.54,0.00,-0.09,275.43,780.78
13.00,241,535.61,2.00,16.19,0.00,-0.10,236.87,786.40
13.00,242,523.44,0.00,16.51,0.00,0.10,231.90,729.82
13.00,243,512.87,1.00,16.54,0.00,0.17,195.50,730.39
13.00,244,503.54,2.00,16.59,0.00,0.03,160.09,728.77
13.00,245,489.57,0.00,16.47,0.00,-0.08,166.92,669.77
13.00,246,478.65,1.00,16.50,0.00,-0.06,130.70,659.17
13.00,247,471.17,2.00,16.81,0.00,-0.20,99.88,653.07
13.00,248,456.49,0.00,16.46,0.00,-0.10,120.50,595.48
13.00,249,445.46,1.00,16.39,0.00,0.07,88.29,576.02
13.00,250,437.83,2.00,16.96,0.00,0.11,59.96,561.51
13.00,251,423.57,0.00,16.48,0.00,0.15,95.14,512.72
13.00,252,412.09,1.00,16.47,0.00,0.05,68.91,484.09
13.00,253,404.71,2.00,17.02,0.00,-0.03,45.36,463.40
13.00,254,389.69,0.00,16.47,0.00,0.17,92.29,423.09
13.00,255,379.14,1.00,16.43,0.00,-0.07,74.10,391.51
13.00,256,371.38,2.00,17.00,0.00,0.15,56.97,364.40
13.00,257,356.10,0.00,16.39,0.00,0.13,112.99,337.19
13.00,258,345.55,1.00,16.64,0.00,0.14,103.80,301.68
13.00,259,337.81,2.00,17.03,0.00,-0.14,94.63,270.64
13.00,260,322.45,0.00,16.47,0.00,-0.07,155.32,259.88
13.00,261,311.83,1.00,16.54,0.00,0.11,156.38,222.75
13.00,262,302.95,2.00,16.92,0.00,0.12,166.86,179.55
13.00,263,289.52,0.00,16.46,0.00,-0.04,215.70,197.20
13.00,264,278.29,1.00,16.58,0.00,0.04,227.54,160.69
13.00,265,263.41,2.00,16.50,0.00,0.11,253.58,119.58
13.00,266,255.34,0.00,16.41,0.00,0.01,293.42,150.88
13.00,267,245.06,1.00,16.60,0.00,0.11,311.64,119.77
13.00,268,231.12,2.00,16.19,0.00,-0.08,356.72,85.16
13.00,269,222.03,0.00,16.49,0.00,-0.06,378.37,127.42
13.00,270,211.52,1.00,16.54,0.00,-0.04,404.39,102.33
13.00,201,191.59,2.00,16.36,0.00,-0.03,462.58,81.24
13.00,200,191.06,0.00,15.97,0.00,0.02,459.59,126.34
13.00,204,165.52,1.00,17.74,0.00,-0.04,533.07,119.10
13.00,202,162.97,2.00,15.97,0.00,-0.13,546.05,99.61
13.00,203,159.82,0.00,15.67,0.00,0.02,539.52,145.25
13.00,205,132.18,2.00,15.63,0.00,0.11,628.81,139.76
13.00,206,128.95,0.00,15.72,0.00,0.06,611.66,182.63
13.00,207,127.25,1.00,17.56,0.00,0.05,629.16,167.28
13.00,208,103.11,2.00,15.50,0.00,0.10,696.15,195.29
13.00,209,97.57,0.00,15.81,0.00,-0.03,673.58,237.48
13.00,210,90.94,1.00,17.06,0.00,0.13,702.95,237.45
13.00,211,73.11,2.00,15.54,0.00,-0.09,755.98,276.92
13.00,212,64.27,0.00,16.07,0.00,-0.12,722.43,310.57
13.00,213,55.99,1.00,16.79,0.00,0.14,752.45,322.24
13.00,214,37.76,2.00,15.58,0.00,-0.09,790.44,365.18
13.00,215,31.24,0.00,16.12,0.00,0.13,750.43,393.46
13.00,216,22.51,1.00,16.73,0.00,0.06,776.55,413.32
13.00,217,8.24,2.00,15.76,0.00,-0.22,801.75,452.24
14.00,220,783.80,2.00,16.01,0.00,-0.01,797.61,513.12
14.00,221,773.66,0.00,16.37,0.00,-0.11,750.26,522.17
14.00,222,763.16,1.00,16.57,0.00,0.04,765.25,555.85
14.00,223,747.25,2.00,15.94,0.00,-0.10,771.00,606.75
14.00,224,740.78,0.00,16.44,0.00,-0.11,722.25,604.63
14.00,225,729.81,1.00,16.50,0.00,-0.05,727.65,641.78
14.00,226,714.99,2.00,15.97,0.00,-0.10,714.26,699.34
14.00,227,707.20,0.00,16.45,0.00,0.04,672.91,678.14
14.00,228,696.79,1.00,16.60,0.00,-0.02,669.47,714.34
14.00,229,678.13,2.00,15.84,0.00,-0.05,642.42,765.86
14.00,230,673.55,0.00,16.61,0.00,0.03,606.09,736.00
14.00,231,663.29,1.00,16.67,0.00,0.04,593.28,769.91
14.00,232,646.87,2.00,15.82,0.00,-0.16,548.72,814.31
14.00,233,640.27,0.00,16.54,0.00,0.10,526.64,774.08
14.00,234,629.54,1.00,16.62,0.00,0.02,504.56,803.69
14.00,235,610.78,2.00,15.59,0.00,-0.07,454.59,834.34
14.00,236,606.95,0.00,16.54,0.00,-0.09,440.83,790.06
14.00,237,596.37,1.00,16.58,0.00,-0.09,411.66,812.83
14.00,238,581.66,2.00,15.87,0.00,0.00,367.23,831.41
14.00,239,573.22,0.00,16.50,0.00,0.12,351.91,782.64
14.00,240,562.97,1.00,16.52,0.00,0.06,319.01,797.33
14.00,241,551.76,2.00,16.11,0.00,-0.23,280.43,807.58
14.00,242,539.96,0.00,16.52,0.00,-0.05,269.27,752.56
14.00,243,529.46,1.00,16.62,0.00,0.06,233.22,758.00
14.00,244,520.12,2.00,16.58,0.00,-0.02,197.77,760.89
14.00,245,506.08,0.00,16.54,0.00,0.11,196.10,700.86
14.00,246,495.13,1.00,16.47,0.00,0.00,159.53,695.65
14.00,247,487.97,2.00,16.81,0.00,0.06,128.61,694.18
14.00,248,472.96,0.00,16.48,0.00,0.04,141.17,633.99
14.00,249,461.84,1.00,16.40,0.00,0.18,106.51,618.49
14.00,250,454.80,2.00,16.99,0.00,-0.05,77.14,609.20
14.00,251,440.09,0.00,16.52,0.00,-0.02,105.07,554.79
14.00,252,428.55,1.00,16.46,0.00,-0.00,75.41,530.07
14.00,253,421.75,2.00,17.07,0.00,0.11,49.66,514.37
14.00,254,406.19,0.00,16.51,0.00,0.00,90.66,466.72
14.00,255,395.59,1.00,16.46,0.00,-0.03,68.49,437.55
14.00,256,388.43,2.00,17.11,0.00,0.09,47.80,414.33
14.00,257,372.55,0.00,16.52,0.00,0.15,99.95,378.76
14.00,258,362.21,1.00,16.69,0.00,0.09,86.08,345.15
14.00,259,354.83,2.00,17.04,0.00,0.12,72.21,317.34
14.00,260,338.89,0.00,16.46,0.00,0.12,132.39,295.66
14.00,261,328.39,1.00,16.59,0.00,0.15,127.94,259.75
14.00,262,319.90,2.00,16.98,0.00,0.06,131.35,217.23
14.00,263,305.99,0.00,16.48,0.00,-0.02,183.45,226.57
14.00,264,294.86,1.00,16.55,0.00,0.01,190.33,188.98
14.00,265,279.93,2.00,16.60,0.00,0.20,211.00,144.61
14.00,266,271.77,0.00,16.48,0.00,0.17,254.59,170.46
14.00,267,261.67,1.00,16.60,0.00,0.00,268.27,137.44
14.00,268,247.35,2.00,16.27,0.00,-0.04,309.63,96.74
14.00,269,238.54,0.00,16.52,0.00,0.01,335.55,136.21
14.00,270,228.08,1.00,16.59,0.00,0.14,358.03,107.85
14.00,201,207.94,2.00,16.37,0.00,-0.06,413.67,79.36
14.00,200,207.10,0.00,16.10,0.00,0.05,417.30,124.45
14.00,204,183.28,1.00,17.78,0.00,0.07,484.49,107.05
14.00,202,179.00,2.00,16.08,0.00,0.02,499.85,87.01
14.00,203,175.53,0.00,15.75,0.00,0.05,499.86,133.26
14.00,205,147.90,2.00,15.82,0.00,0.19,587.83,116.77
14.00,207,144.88,1.00,17.70,0.00,0.15,586.75,141.49
14.00,206,144.66,0.00,15.70,0.00,-0.10,576.05,161.38
14.00,208,118.65,2.00,15.58,0.00,0.02,661.91,163.81
14.00,209,113.39,0.00,15.80,0.00,-0.09,644.09,207.91
14.00,210,108.08,1.00,17.20,0.00,0.06,670.63,201.62
14.00,211,88.64,2.00,15.54,0.00,-0.14,731.46,237.70
14.00,212,80.35,0.00,16.07,0.00,0.02,701.24,273.62
14.00,213,72.86,1.00,16.94,0.00,0.19,731.51,279.63
14.00,214,53.30,2.00,15.52,0.00,-0.21,776.35,320.94
14.00,215,47.38,0.00,16.16,0.00,0.07,739.50,352.12
14.00,216,39.25,1.00,16.76,0.00,-0.04,767.51,366.98
14.00,217,23.93,2.00,15.66,0.00,-0.08,798.16,405.30
14.00,218,15.13,0.00,16.18,0.00,0.02,755.98,435.82
14.00,219,5.29,1.00,16.62,0.00,0.11,779.32,457.42
15.00,221,790.01,0.00,16.34,0.00,-0.08,755.97,479.14
15.00,222,779.76,1.00,16.65,0.00,0.16,775.21,510.16
15.00,223,763.19,2.00,15.96,0.00,0.00,787.07,561.71
15.00,224,757.26,0.00,16.47,0.00,-0.16,738.97,564.24
15.00,225,746.35,1.00,16.56,0.00,0.07,749.13,600.41
15.00,226,730.94,2.00,15.96,0.00,0.08,742.44,660.78
15.00,227,723.69,0.00,16.52,0.00,-0.07,699.62,643.64
15.00,228,713.39,1.00,16.60,0.00,0.04,701.09,679.80
15.00,229,693.98,2.00,15.86,0.00,-0.01,679.32,736.01
15.00,230,690.18,0.00,16.64,0.00,-0.09,640.68,709.94
15.00,231,679.98,1.00,16.70,0.00,0.10,633.05,744.76
15.00,232,662.70,2.00,15.85,0.00,0.02,592.47,795.80
15.00,233,656.82,0.00,16.54,0.00,-0.01,567.41,757.76
15.00,234,646.19,1.00,16.66,0.00,-0.03,549.44,790.04
15.00,235,626.40,2.00,15.66,0.00,-0.02,500.88,827.63
15.00,236,623.51,0.00,16.58,0.00,0.06,483.47,785.05
15.00,237,612.97,1.00,16.62,0.00,0.15,458.44,811.31
15.00,238,597.46,2.00,15.76,0.00,-0.04,414.50,835.52
15.00,239,589.76,0.00,16.60,0.00,0.15,395.18,789.24
15.00,240,579.56,1.00,16.64,0.00,0.01,364.48,808.09
15.00,241,567.81,2.00,15.97,0.00,-0.25,326.10,822.94
15.00,242,556.48,0.00,16.55,0.00,0.13,309.37,770.25
15.00,243,546.11,1.00,16.68,0.00,0.08,274.50,780.37
15.00,244,536.69,2.00,16.55,0.00,-0.15,239.32,787.85
15.00,245,522.60,0.00,16.55,0.00,0.19,229.92,728.47
15.00,246,511.65,1.00,16.54,0.00,0.08,192.89,728.10
15.00,247,504.76,2.00,16.77,0.00,-0.12,162.47,731.11
15.00,248,489.46,0.00,16.53,0.00,0.07,166.72,669.52
15.00,249,478.25,1.00,16.40,0.00,-0.05,130.09,658.27
15.00,250,471.81,2.00,17.02,0.00,0.00,100.76,654.51
15.00,251,456.64,0.00,16.56,0.00,-0.03,120.64,595.81
15.00,252,445.06,1.00,16.53,0.00,-0.08,87.89,574.89
15.00,253,438.86,2.00,17.17,0.00,0.12,60.74,564.19
15.00,254,422.73,0.00,16.54,0.00,-0.07,94.76,510.32
15.00,255,412.06,1.00,16.46,0.00,-0.10,68.90,484.01
15.00,256,405.57,2.00,17.17,0.00,-0.04,45.44,466.04
15.00,257,389.11,0.00,16.58,0.00,-0.04,92.45,421.40
15.00,258,378.90,1.00,16.67,0.00,-0.17,74.25,390.72
15.00,259,371.91,2.00,17.15,0.00,0.07,56.63,365.74
15.00,260,355.41,0.00,16.59,0.00,0.08,113.73,335.26
15.00,261,344.99,1.00,16.66,0.00,0.14,104.52,300.26
15.00,262,336.91,2.00,17.03,0.00,0.03,101.90,258.48
15.00,263,322.46,0.00,16.49,0.00,0.17,155.30,259.91
15.00,264,311.40,1.00,16.57,0.00,0.16,157.19,221.82
15.00,265,296.57,2.00,16.68,0.00,-0.01,171.81,175.18
15.00,266,288.28,0.00,16.50,0.00,-0.02,218.47,195.04
15.00,267,278.28,1.00,16.65,0.00,0.12,227.59,160.65
15.00,268,263.61,2.00,16.27,0.00,0.05,264.29,114.28
15.00,269,255.07,0.00,16.55,0.00,0.05,294.19,150.55
15.00,270,244.70,1.00,16.63,0.00,-0.05,312.63,119.42
